
File System Summary
===================

Filesystem      Size  Used Avail Use% Mounted on
tmpfs           795M  4.4M  790M   1% /run
/dev/vda1        75G  7.5G   65G  11% /
tmpfs           3.9G  288K  3.9G   1% /dev/shm
tmpfs           5.0M     0  5.0M   0% /run/lock
tmpfs           795M   12K  795M   1% /run/user/1000
tmpfs           512M  123M  390M  24% /opt/stack/data/etcd
/dev/loop0      6.0G  167M  5.8G   3% /opt/stack/data/swift/drives/sdb1


Process Listing
===============

ps axo user,ppid,pid,pcpu,pmem,vsz,rss,tty,stat,start,time,args
---------------------------------------------------------------

USER        PPID     PID %CPU %MEM    VSZ   RSS TT       STAT  STARTED     TIME COMMAND
root           0       1  1.6  0.1  23328 14464 ?        Ss   05:00:19 00:01:00 /usr/lib/systemd/systemd --system --deserialize=59
 cookie=0x53354792, duration=182.897s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,reg0=0x10000/0x10000,metadata=0x3 actions=resubmit(,14)
 cookie=0x53354792, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,reg0=0x10000/0x10000,metadata=0x1 actions=resubmit(,14)
 cookie=0x6c3599a5, duration=182.896s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x3,dl_dst=66:01:be:87:2c:d7 actions=resubmit(,14)
 cookie=0x6c3599a5, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x1,dl_dst=66:01:be:87:2c:d7 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.896s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=136,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=135,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=133,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=134,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=136,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=135,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=133,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=134,icmp_code=0 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.896s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff02::16,icmp_type=143 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff02::16,icmp_type=143 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=130 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=131 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=132 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=130 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=131 actions=resubmit(,14)
 cookie=0xab848c10, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=132 actions=resubmit(,14)
 cookie=0xf5c82a41, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp,reg10=0x10000/0x10000,metadata=0x3,icmp_type=3,icmp_code=4 actions=resubmit(,14)
 cookie=0xf5c82a41, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,reg10=0x10000/0x10000,metadata=0x3,icmp_type=2,icmp_code=0 actions=resubmit(,14)
 cookie=0xf5c82a41, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp,reg10=0x10000/0x10000,metadata=0x1,icmp_type=3,icmp_code=4 actions=resubmit(,14)
 cookie=0xf5c82a41, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,reg10=0x10000/0x10000,metadata=0x1,icmp_type=2,icmp_code=0 actions=resubmit(,14)
 cookie=0x5013ec7d, duration=182.885s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg14=0x1,metadata=0x3 actions=resubmit(,14)
 cookie=0x2367bf75, duration=182.885s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg14=0x2,metadata=0x1 actions=resubmit(,14)
 cookie=0x5013ec7d, duration=182.885s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg14=0x1,metadata=0x3 actions=resubmit(,14)
 cookie=0xffdac2da, duration=182.884s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg14=0x3,metadata=0x3 actions=resubmit(,14)
 cookie=0x2367bf75, duration=182.884s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg14=0x2,metadata=0x1 actions=resubmit(,14)
 cookie=0xffdac2da, duration=182.884s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg14=0x3,metadata=0x3 actions=resubmit(,14)
 cookie=0xbffeeefc, duration=174.617s, table=13, n_packets=0, n_bytes=0, idle_age=174, priority=110,ip,reg14=0x3,metadata=0x1 actions=resubmit(,14)
 cookie=0xbffeeefc, duration=174.617s, table=13, n_packets=0, n_bytes=0, idle_age=174, priority=110,ipv6,reg14=0x3,metadata=0x1 actions=resubmit(,14)
 cookie=0xd8d3e4c6, duration=182.895s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x3 actions=resubmit(,14)
 cookie=0xd8d3e4c6, duration=182.894s, table=13, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,14)
 cookie=0xcd2c3e7d, duration=182.885s, table=13, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,14)
 cookie=0xbdaced9, duration=182.897s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=115,ipv6,reg0=0x4/0x4,metadata=0x3,nw_frag=yes actions=set_field:0x80000000000000000000000000000/0x80000000000000000000000000000->xxreg0,ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xbdaced9, duration=182.897s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=115,ip,reg0=0x4/0x4,metadata=0x3,nw_frag=yes actions=set_field:0x80000000000000000000000000000/0x80000000000000000000000000000->xxreg0,ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xbdaced9, duration=182.895s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=115,ipv6,reg0=0x4/0x4,metadata=0x1,nw_frag=yes actions=set_field:0x80000000000000000000000000000/0x80000000000000000000000000000->xxreg0,ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xbdaced9, duration=182.895s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=115,ip,reg0=0x4/0x4,metadata=0x1,nw_frag=yes actions=set_field:0x80000000000000000000000000000/0x80000000000000000000000000000->xxreg0,ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xc8a566e6, duration=182.895s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg0=0x4/0x4,metadata=0x3 actions=ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xc8a566e6, duration=182.895s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg0=0x4/0x4,metadata=0x3 actions=ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xc8a566e6, duration=182.894s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg0=0x4/0x4,metadata=0x1 actions=ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0xc8a566e6, duration=182.894s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg0=0x4/0x4,metadata=0x1 actions=ct(table=15,zone=NXM_NX_REG13[0..15],nat)
 cookie=0x652beef2, duration=182.896s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=100,ipv6,reg0=0x1/0x1,metadata=0x3 actions=ct(table=15,zone=NXM_NX_REG13[0..15])
 cookie=0x652beef2, duration=182.896s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=100,ip,reg0=0x1/0x1,metadata=0x3 actions=ct(table=15,zone=NXM_NX_REG13[0..15])
 cookie=0x652beef2, duration=182.894s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=100,ipv6,reg0=0x1/0x1,metadata=0x1 actions=ct(table=15,zone=NXM_NX_REG13[0..15])
 cookie=0x652beef2, duration=182.894s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=100,ip,reg0=0x1/0x1,metadata=0x1 actions=ct(table=15,zone=NXM_NX_REG13[0..15])
 cookie=0x3fa5cb7f, duration=182.897s, table=14, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,15)
 cookie=0x3fa5cb7f, duration=182.895s, table=14, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,15)
 cookie=0xeb41e938, duration=182.884s, table=14, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,15)
 cookie=0x9123de17, duration=182.896s, table=15, n_packets=58, n_bytes=7097, idle_age=85, priority=65535,metadata=0x3 actions=resubmit(,16)
 cookie=0x9123de17, duration=182.894s, table=15, n_packets=0, n_bytes=0, idle_age=182, priority=65535,metadata=0x1 actions=resubmit(,16)
 cookie=0x22d1d29b, duration=182.885s, table=15, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,16)
 cookie=0xc1a451d2, duration=182.895s, table=16, n_packets=58, n_bytes=7097, idle_age=85, priority=65535,metadata=0x3 actions=resubmit(,17)
 cookie=0xc1a451d2, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65535,metadata=0x1 actions=resubmit(,17)
 cookie=0x2b101df5, duration=182.884s, table=16, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=136,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=134,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=133,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=136,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=134,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=133,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff02::16,icmp_type=143 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff02::16,icmp_type=143 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=130 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=131 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.896s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=132 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=130 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=131 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0x923560f1, duration=182.894s, table=16, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=132 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,17)
 cookie=0xa8f9f957, duration=182.896s, table=17, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,18)
 cookie=0xa8f9f957, duration=182.894s, table=17, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,18)
 cookie=0xbed2303a, duration=182.886s, table=17, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,18)
 cookie=0x52448643, duration=174.618s, table=18, n_packets=0, n_bytes=0, idle_age=174, priority=50,icmp6,reg14=0x4,metadata=0x2,ipv6_dst=ff02::2,nw_ttl=255,icmp_type=133,icmp_code=0 actions=controller(userdata=00.00.00.08.00.00.00.00.00.01.de.10.00.00.00.65.86.00.00.00.ff.00.ff.ff.00.00.00.00.00.00.00.00.01.01.fa.16.3e.26.d3.fb.05.01.00.00.00.00.05.a2.03.04.40.c0.ff.ff.ff.ff.ff.ff.ff.ff.00.00.00.00.fd.b5.42.8a.08.8b.00.00.00.00.00.00.00.00.00.00,pause),resubmit(,19)
 cookie=0x2a684abd, duration=182.897s, table=18, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,19)
 cookie=0x2a684abd, duration=182.895s, table=18, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,19)
 cookie=0x9da5b9ea, duration=182.885s, table=18, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,19)
 cookie=0x6ef9e4b1, duration=174.618s, table=19, n_packets=0, n_bytes=0, idle_age=174, priority=50,icmp6,reg0=0x20/0x20,reg14=0x4,metadata=0x2,ipv6_dst=ff02::2,nw_ttl=255,icmp_type=134,icmp_code=0 actions=move:NXM_OF_ETH_SRC[]->NXM_OF_ETH_DST[],set_field:fa:16:3e:26:d3:fb->eth_src,move:NXM_NX_IPV6_SRC[]->NXM_NX_IPV6_DST[],set_field:fe80::f816:3eff:fe26:d3fb->ipv6_src,move:NXM_NX_REG14[]->NXM_NX_REG15[],set_field:0x1/0x1->reg10,resubmit(,37)
 cookie=0x44982b6c, duration=182.897s, table=19, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,20)
 cookie=0x44982b6c, duration=182.895s, table=19, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,20)
 cookie=0xad72ebd3, duration=182.886s, table=19, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=resubmit(,20)
 cookie=0xa40b1081, duration=182.896s, table=20, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,21)
 cookie=0xa40b1081, duration=182.894s, table=20, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,21)
 cookie=0x94554880, duration=182.885s, table=20, n_packets=2, n_bytes=140, idle_age=175, priority=0,metadata=0x2 actions=set_field:0/0xffffffff->xxreg1,resubmit(,21)
 cookie=0x1375475a, duration=182.886s, table=21, n_packets=2, n_bytes=140, idle_age=175, priority=10550,icmp6,metadata=0x2,nw_ttl=255,icmp_type=133,icmp_code=0 actions=drop
 cookie=0x1375475a, duration=182.886s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=10550,icmp6,metadata=0x2,nw_ttl=255,icmp_type=134,icmp_code=0 actions=drop
 cookie=0xf2b4e744, duration=182.885s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=194,ipv6,reg14=0x1,metadata=0x2,ipv6_dst=fe80::/64 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_NX_IPV6_DST[]->NXM_NX_XXREG0[],set_field:0xfe80000000000000f8163efffeca3d5c->xxreg1,set_field:fa:16:3e:ca:3d:5c->eth_src,set_field:0x1->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0x39d9f3e3, duration=182.885s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=194,ipv6,reg14=0x2,metadata=0x2,ipv6_dst=fe80::/64 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_NX_IPV6_DST[]->NXM_NX_XXREG0[],set_field:0xfe80000000000000f8163efffe488f77->xxreg1,set_field:fa:16:3e:48:8f:77->eth_src,set_field:0x2->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0x2babb07c, duration=174.617s, table=21, n_packets=0, n_bytes=0, idle_age=174, priority=194,ipv6,reg14=0x4,metadata=0x2,ipv6_dst=fe80::/64 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_NX_IPV6_DST[]->NXM_NX_XXREG0[],set_field:0xfe80000000000000f8163efffe26d3fb->xxreg1,set_field:fa:16:3e:26:d3:fb->eth_src,set_field:0x4->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0xa8077920, duration=174.618s, table=21, n_packets=0, n_bytes=0, idle_age=174, priority=194,ipv6,metadata=0x2,ipv6_dst=fdb5:428a:88b::/64 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_NX_IPV6_DST[]->NXM_NX_XXREG0[],set_field:0xfdb5428a088b00000000000000000001->xxreg1,set_field:fa:16:3e:26:d3:fb->eth_src,set_field:0x4->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0xa55fbca1, duration=170.049s, table=21, n_packets=0, n_bytes=0, idle_age=170, priority=194,ipv6,metadata=0x2,ipv6_dst=2001:db8::/64 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_NX_IPV6_DST[]->NXM_NX_XXREG0[],set_field:0x20010db8000000000000000000000001->xxreg1,set_field:fa:16:3e:48:8f:77->eth_src,set_field:0x2->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0xf58b509a, duration=182.886s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=80,ip,metadata=0x2,nw_dst=10.0.0.0/26 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_OF_IP_DST[]->NXM_NX_XXREG0[96..127],set_field:0xa0000010000000000000000/0xffffffff0000000000000000->xxreg0,set_field:fa:16:3e:ca:3d:5c->eth_src,set_field:0x1->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0x5773d95c, duration=182.885s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=74,ip,metadata=0x2,nw_dst=172.24.4.0/24 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,move:NXM_OF_IP_DST[]->NXM_NX_XXREG0[96..127],set_field:0xac18044d0000000000000000/0xffffffff0000000000000000->xxreg0,set_field:fa:16:3e:48:8f:77->eth_src,set_field:0x2->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0x31c9a5ba, duration=182.885s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=1,ip,reg7=0,metadata=0x2 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,set_field:0xac180401000000000000000000000000/0xffffffff000000000000000000000000->xxreg0,set_field:0xac18044d0000000000000000/0xffffffff0000000000000000->xxreg0,set_field:fa:16:3e:48:8f:77->eth_src,set_field:0x2->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0xd4c648f6, duration=170.049s, table=21, n_packets=0, n_bytes=0, idle_age=170, priority=1,ipv6,reg7=0,metadata=0x2 actions=dec_ttl(),set_field:0/0xffff00000000->xreg4,set_field:0x20010db8000000000000000000000002->xxreg0,set_field:0x20010db8000000000000000000000001->xxreg1,set_field:fa:16:3e:48:8f:77->eth_src,set_field:0x2->reg15,set_field:0x1/0x1->reg10,resubmit(,22)
 cookie=0x82b1a28c, duration=182.896s, table=21, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,22)
 cookie=0x82b1a28c, duration=182.894s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,22)
 cookie=0xbd3d291c, duration=182.886s, table=21, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=drop
 cookie=0xd4293401, duration=182.885s, table=22, n_packets=0, n_bytes=0, idle_age=182, priority=150,reg8=0/0xffff,metadata=0x2 actions=resubmit(,23)
 cookie=0xff56dae2, duration=182.895s, table=22, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,23)
 cookie=0xff56dae2, duration=182.894s, table=22, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,23)
 cookie=0xcc1f2ca4, duration=182.885s, table=22, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=drop
 cookie=0x854adb62, duration=182.896s, table=23, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,24)
 cookie=0x854adb62, duration=182.894s, table=23, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,24)
 cookie=0xf1ad107b, duration=182.886s, table=23, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=set_field:0/0xffff00000000->xreg4,resubmit(,24)
 cookie=0x19156a0c, duration=182.885s, table=24, n_packets=0, n_bytes=0, idle_age=182, priority=150,reg8=0/0xffff,metadata=0x2 actions=resubmit(,25)
 cookie=0x45a61abd, duration=182.897s, table=24, n_packets=58, n_bytes=7097, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,25)
 cookie=0x45a61abd, duration=182.895s, table=24, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,25)
 cookie=0x747cfba6, duration=182.886s, table=24, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=drop
 cookie=0x2f4dd718, duration=182.886s, table=25, n_packets=0, n_bytes=0, idle_age=182, priority=500,ip,metadata=0x2,dl_dst=01:00:00:00:00:00/01:00:00:00:00:00,nw_dst=224.0.0.0/4 actions=resubmit(,26)
 cookie=0x2f4dd718, duration=182.885s, table=25, n_packets=0, n_bytes=0, idle_age=182, priority=500,ipv6,metadata=0x2,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff00::/8 actions=resubmit(,26)
 cookie=0x473c97a9, duration=182.885s, table=25, n_packets=0, n_bytes=0, idle_age=182, priority=150,ip,reg14=0x2,reg15=0x2,metadata=0x2,nw_dst=172.24.4.77 actions=drop
 cookie=0x4668c9ed, duration=182.886s, table=25, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg0=0xac18044d,reg15=0x2,metadata=0x2 actions=set_field:fa:16:3e:48:8f:77->eth_dst,resubmit(,26)
 cookie=0x9d4845a0, duration=182.885s, table=25, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg0=0xa000002,reg15=0x1,metadata=0x2 actions=set_field:fa:16:3e:e4:a1:56->eth_dst,resubmit(,26)
 cookie=0xab59ebf1, duration=174.618s, table=25, n_packets=0, n_bytes=0, idle_age=174, priority=100,reg0=0xfdb5428a,reg1=0x88b0000,reg2=0xf8163eff,reg3=0xfee4a156,reg15=0x4,metadata=0x2 actions=set_field:fa:16:3e:e4:a1:56->eth_dst,resubmit(,26)
